algorithm,n,length,time
dp,400,7,8.1665
dp,400,7,3.8721
dp,400,7,4.5001
dp,500,8,4.9943
dp,500,8,4.4636
dp,500,8,4.6022
dp,500,8,5.2605
dp,500,8,5.7008
dp,600,10,6.1774
dp,600,10,6.9173
dp,600,10,6.0953
dp,600,10,6.9608
dp,600,10,6.1385
dp,700,10,19.9577
dp,700,10,20.0538
dp,700,10,20.2687
dp,700,10,13.9249
dp,700,10,13.9389
dp,800,10,10.2096
dp,800,10,10.1617
dp,800,10,10.0935
dp,800,10,10.2319
dp,800,10,10.2283
dp,900,10,12.8317
dp,900,10,12.9417
dp,900,10,12.6419
dp,900,10,12.7196
dp,900,10,12.7261
dp,1000,15,15.283
dp,1000,15,15.3065
dp,1000,15,15.5505
dp,1000,15,14.5812
dp,1000,15,15.7722
dp,1100,15,26.122
dp,1100,15,26.3004
dp,1100,15,26.5588
dp,1100,15,19.6247
dp,1100,15,19.8898
dp,1200,15,23.8919
dp,1200,15,23.1758
dp,1200,15,23.2737
dp,1200,15,23.5389
dp,1200,15,23.7003
dp,1300,15,30.9626
dp,1300,15,26.6379
dp,1300,15,27.7998
dp,1300,15,27.2933
dp,1300,15,27.6627
dp,1400,15,32.4887
dp,1400,15,33.0587
dp,1400,15,30.3452
dp,1400,15,33.1348
dp,1400,15,32.2985
dp,1500,17,44.356
dp,1500,17,35.5048
dp,1500,17,37.7113
dp,1500,17,41.2193
dp,1500,17,38.3466
dp,1600,17,43.9604
dp,1600,17,43.5591
dp,1600,17,44.0263
dp,1600,17,40.728
dp,1600,17,42.3639
dp,1700,18,61.5751
dp,1700,18,49.2203
dp,1700,18,49.7126
dp,1700,18,49.5897
dp,1700,18,50.1941
dp,1800,18,87.7617
dp,1800,18,61.7307
dp,1800,18,55.2014
dp,1800,18,52.8729
dp,1800,18,62.3613
dp,1900,22,58.8322
dp,1900,22,60.9777
dp,1900,22,59.5624
dp,1900,22,55.4618
dp,1900,22,55.8987
dp,2000,23,101.1956
dp,2000,23,67.0392
dp,2000,23,68.31
dp,2000,23,66.6129
dp,2000,23,67.8642
dp,2100,23,71.679
dp,2100,23,68.4055
dp,2100,23,75.1134
dp,2100,23,73.9257
dp,2100,23,81.9206
dp,2200,23,98.1912
dp,2200,23,76.969
dp,2200,23,83.3863
dp,2200,23,80.3713
dp,2200,23,77.7681
dp,2300,23,104.2689
dp,2300,23,83.7696
dp,2300,23,81.9928
dp,2300,23,83.6418
dp,2300,23,88.1853
dp,2400,23,126.5988
dp,2400,23,131.9716
dp,2400,23,126.4085
dp,2400,23,127.2053
dp,2400,23,94.9296
dp,2500,23,102.6634
dp,2500,23,104.4611
dp,2500,23,104.4101
dp,2500,23,98.3932
dp,2500,23,98.2371
dp,2600,23,110.8072
dp,2600,23,104.716
dp,2600,23,133.4524
dp,2600,23,106.7276
dp,2600,23,105.673
dp,2700,23,131.9097
dp,2700,23,117.9538
dp,2700,23,113.8062
dp,2700,23,113.6293
dp,2700,23,113.6418
dp,2800,23,140.6326
dp,2800,23,126.9402
dp,2800,23,124.4071
dp,2800,23,125.342
dp,2800,23,123.3424
dp,2900,23,163.9796
dp,2900,23,202.0877
dp,2900,23,135.6314
dp,2900,23,130.8491
dp,2900,23,129.4054
dp,3000,23,159.1714
dp,3000,23,143.4723
dp,3000,23,140.6687
dp,3000,23,139.5726
dp,3000,23,139.158
dp,3100,23,174.8788
dp,3100,23,153.8467
dp,3100,23,148.7439
dp,3100,23,163.959
dp,3100,23,172.102
dp,3200,23,175.1459
dp,3200,23,165.1094
dp,3200,23,174.5115
dp,3200,23,181.1173
dp,3200,23,160.5715
dp,3300,23,186.2807
dp,3300,23,177.2643
dp,3300,23,173.2676
dp,3300,23,173.3773
dp,3300,23,178.0822
dp,3400,23,191.3204
dp,3400,23,183.787
dp,3400,23,181.6973
dp,3400,23,179.7704
dp,3400,23,189.2886
dp,3500,23,221.29
dp,3500,23,194.8285
dp,3500,23,231.3732
dp,3500,23,217.24
dp,3500,23,192.136
dp,3600,23,205.7282
dp,3600,23,250.4454
dp,3600,23,239.8606
dp,3600,23,223.6412
dp,3600,23,248.6575
dp,3700,23,243.9292
dp,3700,23,215.9669
dp,3700,23,222.4303
dp,3700,23,214.84
dp,3700,23,219.024
dp,3800,23,234.4494
dp,3800,23,230.7056
dp,3800,23,228.3525
dp,3800,23,250.3613
dp,3800,23,223.5352
dp,3900,23,236.3811
dp,3900,23,240.2215
dp,3900,23,243.3804
dp,3900,23,237.6594
dp,3900,23,243.1654
dp,4000,23,270.6089
dp,4000,23,249.3962
dp,4000,23,248.2731
dp,4000,23,249.0874
dp,4000,23,251.3491
dp,4100,23,277.7572
dp,4100,23,267.3302
dp,4100,23,270.5957
dp,4100,23,269.0876
dp,4100,23,263.2039
dp,4200,23,278.1896
dp,4200,23,275.7593
dp,4200,23,269.9848
dp,4200,23,270.047
dp,4200,23,268.6067
dp,4300,23,276.9898
dp,4300,23,279.0488
dp,4300,23,280.6197
dp,4300,23,280.8124
dp,4300,23,280.8759
dp,4400,23,305.1286
dp,4400,23,302.0191
dp,4400,23,294.2803
dp,4400,23,298.7163
dp,4400,23,300.4507
dp,4500,27,323.9845
dp,4500,27,316.5462
dp,4500,27,310.3914
dp,4500,27,310.5431
dp,4500,27,313.1291
dp,4600,27,323.4603
dp,4600,27,334.7371
dp,4600,27,325.5412
dp,4600,27,325.0014
dp,4600,27,326.7856
dp,4700,27,348.2393
dp,4700,27,341.9952
dp,4700,27,340.4856
dp,4700,27,343.8561
dp,4700,27,352.6032
dp,4800,27,347.807
dp,4800,27,361.0705
dp,4800,27,359.2054
dp,4800,27,352.1346
dp,4800,27,356.316
dp,4900,27,381.2963
dp,4900,27,371.7208
dp,4900,27,371.4667
dp,4900,27,367.8088
dp,4900,27,362.3
dp,5000,27,405.0222
dp,5000,27,378.6199
dp,5000,27,376.4731
dp,5000,27,378.2496
dp,5000,27,379.8434
dp,5100,27,404.9494
dp,5100,27,396.0093
dp,5100,27,395.8177
dp,5100,27,402.2943
dp,5100,27,404.5207
dp,5200,27,426.1754
dp,5200,27,421.5067
dp,5200,27,413.0747
dp,5200,27,414.7725
dp,5200,27,406.6486
dp,5300,27,446.9708
dp,5300,27,434.9475
dp,5300,27,444.0565
dp,5300,27,443.8871
dp,5300,27,432.2396
dp,5400,27,443.2209
dp,5400,27,440.2838
dp,5400,27,440.0294
dp,5400,27,440.1115
dp,5400,27,437.5738
dp,5500,44,460.8922
dp,5500,44,467.2937
dp,5500,44,458.4373
dp,5500,44,461.9078
dp,5500,44,459.5495
dp,5600,44,492.0583
dp,5600,44,469.9115
dp,5600,44,472.2656
dp,5600,44,468.8856
dp,5600,44,470.5614
dp,5700,44,522.2893
dp,5700,44,491.0788
dp,5700,44,491.5331
dp,5700,44,496.2646
dp,5700,44,487.7142
dp,5800,44,561.9233
dp,5800,44,506.0325
dp,5800,44,506.8037
dp,5800,44,516.8996
dp,5800,44,503.5146
dp,5900,44,528.0727
dp,5900,44,525.1385
dp,5900,44,527.0776
dp,5900,44,525.1913
dp,5900,44,522.3011
dp,6000,44,551.6056
dp,6000,44,594.7931
dp,6000,44,563.0042
dp,6000,44,553.526
dp,6000,44,542.9192
dp,6100,44,576.9233
dp,6100,44,569.0504
dp,6100,44,558.173
dp,6100,44,565.4307
dp,6100,44,720.899
dp,6200,44,593.336
dp,6200,44,587.8478
dp,6200,44,574.8235
dp,6200,44,584.8229
dp,6200,44,573.8548
dp,6300,44,601.5488
dp,6300,44,648.0294
dp,6300,44,670.2525
dp,6300,44,589.6308
dp,6300,44,601.8161
dp,6400,44,617.8938
dp,6400,44,609.1614
dp,6400,44,630.289
dp,6400,44,614.2644
dp,6400,44,614.8285
dp,6500,44,628.5521
dp,6500,44,641.5505
dp,6500,44,628.9236
dp,6500,44,637.2332
dp,6500,44,636.1488
dp,6600,44,650.5316
dp,6600,44,651.5713
dp,6600,44,657.4391
dp,6600,44,662.6901
dp,6600,44,648.4782
dp,6700,44,758.4976
dp,6700,44,724.202
dp,6700,44,730.7787
dp,6700,44,735.5632
dp,6700,44,721.5412
dp,6800,44,679.9593
dp,6800,44,695.8113
dp,6800,44,690.4181
dp,6800,44,701.0815
dp,6800,44,687.7079
dp,6900,44,724.6453
dp,6900,44,716.2651
dp,6900,44,705.377
dp,6900,44,719.9591
dp,6900,44,718.7109
dp,7000,44,763.4111
dp,7000,44,745.5268
dp,7000,44,741.0608
dp,7000,44,742.7009
dp,7000,44,736.228
dp,7100,44,840.3243
dp,7100,44,795.6945
dp,7100,44,749.9376
dp,7100,44,756.3702
dp,7100,44,750.8258
dp,7200,44,791.4871
dp,7200,44,770.5954
dp,7200,44,784.8226
dp,7200,44,774.1869
dp,7200,44,775.7624
dp,7300,44,797.5642
dp,7300,44,791.8204
dp,7300,44,811.1464
dp,7300,44,793.4174
dp,7300,44,795.4515
dp,7400,44,837.4092
dp,7400,44,814.4533
dp,7400,44,828.5563
dp,7400,44,815.0206
dp,7400,44,815.976
dp,7500,44,846.6867
dp,7500,44,830.8465
dp,7500,44,841.4724
dp,7500,44,845.8069
dp,7500,44,855.0816
dp,7600,44,869.1232
dp,7600,44,871.0383
dp,7600,44,865.201
dp,7600,44,867.3261
dp,7600,44,877.6946
dp,7700,44,901.3903
dp,7700,44,898.5809
dp,7700,44,885.0934
dp,7700,44,884.8686
dp,7700,44,884.7511
dp,7800,44,910.87
dp,7800,44,918.0195
dp,7800,44,910.3797
dp,7800,44,903.6171
dp,7800,44,900.096
dp,7900,44,928.398
dp,7900,44,931.8901
dp,7900,44,926.988
dp,7900,44,935.2578
dp,7900,44,941.7352
dp,8000,44,939.2671
dp,8000,44,957.0963
dp,8000,44,943.7476
dp,8000,44,957.1564
dp,8000,44,956.0178
dp,8100,44,989.385
dp,8100,44,989.7983
dp,8100,44,988.2481
dp,8100,44,991.776
dp,8100,44,983.0371
dp,8200,44,1022.0292
dp,8200,44,1014.7639
dp,8200,44,1005.0614
dp,8200,44,1010.3099
dp,8200,44,1023.6242
dp,8300,44,1068.571
dp,8300,44,1058.3199
dp,8300,44,1041.0197
dp,8300,44,1035.1951
dp,8300,44,1031.9012
dp,8400,44,1070.0393
dp,8400,44,1052.6211
dp,8400,44,1060.1125
dp,8400,44,1046.5878
dp,8400,44,1057.4858
dp,8500,44,1580.937
dp,8500,44,1235.241
dp,8500,44,1342.761
dp,8500,44,1519.7136
dp,8500,44,1281.4822
dp,8600,44,1251.3112
dp,8600,44,1381.5804
dp,8600,44,1381.6128
dp,8600,44,1289.1229
dp,8600,44,1293.4691
dp,8700,44,1259.6377
dp,8700,44,1261.9215
dp,8700,44,1279.3065
dp,8700,44,1318.9234
dp,8700,44,1386.3258
dp,8800,44,1346.3882
dp,8800,44,1410.3353
dp,8800,44,1427.1468
dp,8800,44,1385.5506
dp,8800,44,1301.904
dp,8900,44,1609.6791
dp,8900,44,1300.1642
dp,8900,44,1447.6169
dp,8900,44,1490.7337
dp,8900,44,1584.3828
dp,9000,44,1638.4013
dp,9000,44,1312.7513
dp,9000,44,1503.9863
dp,9000,44,1610.5149
dp,9000,44,1659.5881
dp,9100,44,1487.2104
dp,9100,44,1340.7115
dp,9100,44,1639.0682
dp,9100,44,1367.7378
dp,9100,44,1623.1486
dp,9200,44,1307.2719
dp,9200,44,1338.0551
dp,9200,44,1339.885
dp,9200,44,1344.2251
dp,9200,44,1363.5689
dp,9300,44,1407.518
dp,9300,44,1369.363
dp,9300,44,1353.8399
dp,9300,44,1367.3104
dp,9300,44,1327.295
dp,9400,44,1357.5335
dp,9400,44,1353.5816
dp,9400,44,1352.483
dp,9400,44,1361.5889
dp,9400,44,1344.786
dp,9500,44,1371.3757
dp,9500,44,1378.8877
dp,9500,44,1365.0954
dp,9500,44,1375.3525
dp,9500,44,1369.853
dp,9600,44,1408.1205
dp,9600,44,1417.754
dp,9600,44,1413.1906
dp,9600,44,1395.0404
dp,9600,44,1396.3998
dp,9700,44,1429.9117
dp,9700,44,1437.5112
dp,9700,44,1439.1569
dp,9700,44,1425.834
dp,9700,44,1454.1359
dp,9800,44,1452.4641
dp,9800,44,1459.3835
dp,9800,44,1441.3009
dp,9800,44,1449.8181
dp,9800,44,1448.5755
dp,9900,44,1484.5091
dp,9900,44,1474.7047
dp,9900,44,1495.8261
dp,9900,44,1484.3004
dp,9900,44,1486.9323
dp,10000,44,1500.9314
dp,10000,44,1520.4128
dp,10000,44,1508.7057
dp,10000,44,1518.9063
dp,10000,44,1517.7665
